"","property_name","city_class","room_types","image_count","property_type","service_value","Accept_Rate","Response_time","amenities_cnt","description_cnt","rm_price","similar_hotel_cnt","Kids","Adults","room_type_cat","city_class_cat"
"1","Sangsey Valley Resort","Urban","3 Bedded Non AC",3,"6","0",100,6,2,127,3167,2,"2","3",4,4
"2","Hotel Amantran Kanpur","Metropolitan","Double Non AC",0,"3","0",100,6,2,112,815,6,"2","2",15,1
"3","Hotel Krishna","Metropolitan","Double AC",18,"3","0",100,6,4,112,1624,14,"2","2",14,1
"4","The Riverwood Forest Retreats","Urban","Single AC",9,"3","0",100,6,7,129,3509,2,"2","1",17,4
"5","Hotel Vijay Inter Continental","Metropolitan","Double AC",5,"3","0",100,6,2,136,5802,3,"2","2",14,1
"6","Hotel Red Rose","Urban","Double AC",60,"3","0",100,6,5,110,1400,12,"2","2",14,4
"7","Hotel Inn Season","Metropolitan","Double AC",0,"3","0",100,6,2,96,4062,3,"2","2",14,1
"8","Velankanni Lake Resort","Semi-urban","Cottage",12,"6","0",100,6,2,112,2878,2,"2","1",12,3
"9","Hotel Novelty","Urban","Double Non AC",32,"3","0",100,24,2,104,979,9,"2","2",15,4
"10","Hotel Siddharth Kailash","Metropolitan","Double AC",41,"3","0",100,6,6,124,2445,12,"2","2",14,1
"11","Kapurthala Guest House","Urban","Double Non AC",1,"4","0",100,6,6,2,1039,10,"2","2",15,4
"12","Hotel Sonar Bangla","Semi-urban","Double Non AC",7,"3","0",100,6,2,123,2809,6,"2","2",15,3
"13","Hotel Ishani","Rural","Double Non AC",13,"3","0",60,24,2,102,950,11,"2","2",15,2
"14","Hotel Victoria","Rural","Double Non AC",11,"3","0",100,6,2,2,756,9,"2","2",15,2
"15","Royal Park Hotel","Urban","Single Non AC",8,"3","0",100,6,9,150,3986,2,"2","1",18,4
"16","Tranquility Homestay","Metropolitan","Double AC",7,"2","0",100,6,2,5,1134,10,"2","2",14,1
"17","Fun World","Metropolitan","Double Non AC",33,"3","0",100,6,2,10,2237,14,"2","2",15,1
"18","Hotel Ocean Grand","Urban","Double Non AC",0,"3","0",100,6,2,122,889,5,"2","2",15,4
"19","Renuka Lodge (Peddha Masjid Centre)","Urban","Single Non AC",9,"5","0",100,6,3,125,473,4,"1","1",18,4
"20","Hotel Samrat","Urban","One Day Use",56,"3","0",100,6,4,113,865,10,"2","0",16,4
"21","Yashoda Homes","Urban","Double AC",28,"3","0",100,6,4,164,1417,2,"1","2",14,4
"22","Shivam Paying Guest house","Metropolitan","Single Non AC",0,"4","0",100,6,2,110,445,13,"2","1",18,1
"23","Shahi Guest House","Metropolitan","Suite",14,"4","0",100,6,2,82,2667,3,"2","2",19,1
"24","Hotel Sahil Palace","Urban","Double AC",54,"3","0",100,6,2,102,834,10,"2","2",14,4
"25","Rathore Villas","Metropolitan","Double AC",14,"8","1",100,6,4,41,1179,7,"2","2",14,1
"26","Hotel Safari","Urban","Single Non AC",56,"3","0",100,6,3,141,307,2,"1","1",18,4
"27","Sunrise Guest House","Metropolitan","Double Non AC",18,"4","0",100,6,4,135,756,6,"2","2",15,1
"28","Hotel Ajay","Urban","Double Non AC",21,"3","0",100,6,3,97,1112,9,"2","2",15,4
"29","The Elgin Silver Oaks","Urban","Single Non AC",6,"3","0",100,6,2,115,6864,2,"2","1",18,4
"30","Hotel Swarna Palace (Near Trust Hospital)","Urban","Single Non AC",0,"3","0",100,6,2,117,400,5,"1","1",18,4
"31","Ram Singh Palace","Urban","Double Non AC",33,"3","0",100,24,2,134,473,3,"2","2",15,4
"32","Hotel Savera","Urban","Double Non AC",22,"3","0",100,6,2,2,500,9,"2","2",15,4
"33","Hotel Aristocrat","Urban","Double Non AC",29,"3","0",100,6,2,71,500,3,"2","2",15,4
"34","Hotel Seagull","Rural","Double Non AC",12,"3","0",22,1,2,110,1569,13,"2","2",15,2
"35","Hotel Aditya International","Rural","Double AC",5,"3","0",0,0,2,118,2323,12,"2","2",14,2
"36","Nandha Hotel","Urban","Single AC",6,"3","0",100,6,2,103,723,6,"1","1",17,4
"37","Hotel Prince","Metropolitan","Single AC",0,"3","0",100,6,2,114,1156,12,"1","1",17,1
"38","Resort Murti","Urban","Double Non AC",10,"6","0",25,1,5,2,1250,8,"2","2",15,4
"39","Neel Pahari Resort","Urban","Double Non AC",2,"6","0",100,6,2,118,1067,5,"2","2",15,4
"40","Hotel Surya Banquet","Urban","Double Non AC",5,"3","0",100,6,6,95,976,2,"2","2",15,4
"41","Hotel Waves","Rural","Double AC",2,"3","0",100,6,2,2,1355,12,"2","2",14,2
"42","Hotel Kiran Vilas Heritage","Metropolitan","Double AC",11,"3","0",100,6,2,121,2889,14,"2","2",14,1
"43","Vista Rooms at Achal Nath Temple","Metropolitan","Single AC",39,"3","0",100,6,4,115,1417,12,"2","2",17,1
"44","Hotel French Residency","Urban","Double Non AC",5,"3","0",100,6,3,148,778,5,"2","2",15,4
"45","Devi Bhawan","Metropolitan","Double AC",0,"3","0",100,6,2,92,3328,12,"2","2",14,1
"46","Jaya Residency","Urban","Single Non AC",0,"3","0",100,6,6,96,1718,2,"1","1",18,4
"47","Hotel Aryan","Urban","Single AC",0,"3","0",100,6,2,101,1268,6,"2","1",17,4
"48","Sher E Kashmir Guest House","Urban","Double Non AC",0,"4","0",100,6,2,2,473,7,"2","2",15,4
"49","Ravi Guest House","Metropolitan","Double Non AC",0,"4","0",100,6,2,2,15889,2,"2","2",15,1
"50","Dalamwala Hotel","Urban","Double AC",0,"3","0",100,6,7,148,1512,3,"2","2",14,4
"51","Hotel Amrita","Urban","Double Non AC",38,"3","0",100,6,4,112,1076,9,"2","2",15,4
"52","Hotel Himalaya","Urban","Double Non AC",19,"3","0",100,6,2,2,612,2,"2","2",15,4
"53","Hotel Maha Roopa Palace","Metropolitan","Single Non AC",29,"3","0",100,6,2,85,889,10,"1","1",18,1
"54","Hotel Shashi Palace","Urban","Single Non AC",19,"3","0",50,1,2,2,178,2,"2","1",18,4
"55","Takhat Vilas","Metropolitan","Double Non AC",12,"3","0",100,6,2,128,2250,14,"2","2",15,1
"56","Tourist Guest House","Metropolitan","Double Non AC",0,"4","0",100,6,2,2,300,2,"2","2",15,1
"57","Santosh Guest House","Metropolitan","Double Non AC",11,"4","0",100,6,2,133,889,11,"2","2",15,1
"58","Hotel The Thar Oasis Resort And Camp","Metropolitan","Single Non AC",40,"6","0",100,6,2,138,6033,2,"2","1",18,1
"59","Hotel Amrit","Metropolitan","Single Non AC",0,"3","0",100,6,4,109,436,2,"1","1",18,1
"60","Hotel Cozy Inn","Rural","Double Non AC",7,"3","0",0,16,2,116,750,10,"2","2",15,2
"61","Hotel Rajdhani","Urban","Single Non AC",28,"3","0",100,6,2,99,400,3,"1","1",18,4
"62","Hotel Ashoka","Metropolitan","Single AC",26,"3","0",100,6,5,2,936,9,"2","2",17,1
"63","Hotel Raas","Metropolitan","Double AC",6,"3","0",100,6,2,132,18606,2,"2","2",14,1
"64","Bombay Lodge","Metropolitan","Single Non AC",0,"5","0",100,6,2,95,156,2,"1","1",18,1
"65","JRDT Home Stay","Semi-urban","Double AC",19,"3","1",100,6,5,32,1112,2,"1","2",14,3
"66","Hotel Ashoka New Diamond","Urban","Double AC",53,"3","0",100,6,2,110,1413,10,"2","2",14,4
"67","Zostel Jodhpur","Metropolitan","Dormitary",9,"3","0",100,6,2,111,410,2,"2","8",13,1
"68","Jammu International Hotel","Urban","Double Non AC",34,"3","0",100,23,2,2,934,7,"2","2",15,4
"69","Chennai Palm House","Urban","3 BHK",12,"4","0",100,6,3,24,5334,2,"2","6",5,4
"70","Vijay Resorts Hotel","Metropolitan","Double AC",0,"6","0",100,6,6,125,1112,12,"2","2",14,1
"71","Eco Villa Resort","Semi-urban","Cottage",9,"8","0",100,6,3,92,1600,4,"2","2",12,3
"72","Ajit Bhawan Hotel","Metropolitan","Single Non AC",6,"3","0",100,6,2,129,8334,2,"2","1",18,1
"73","Shyam Palace Guest House","Metropolitan","Single Non AC",14,"4","0",100,6,2,104,334,10,"1","1",18,1
"74","Udupi Sree Durga Lodge","Urban","Single Non AC",4,"5","0",100,6,2,120,445,6,"1","1",18,4
"75","Mandore Guest House","Metropolitan","Double AC",45,"4","0",100,6,5,82,2667,2,"2","2",14,1
"76","Hotel Royal Galaxy","Metropolitan","Double AC",7,"3","0",100,6,5,109,1445,10,"2","2",14,1
"77","Sterling Guest House","Metropolitan","Double Non AC",0,"4","0",100,6,2,93,802,4,"2","2",15,1
"78","Hotel Pioneer Plaza","Metropolitan","Double AC",2,"3","1",100,6,2,100,1265,5,"2","2",14,1
"79","New Hotel Samrat","Rural","Double Non AC",3,"3","0",100,1,2,2,400,2,"2","2",15,2
"80","Hotel Ajit Mansion","Metropolitan","Single Non AC",9,"3","0",100,6,2,197,1965,8,"2","1",18,1
"81","Hotel Inder Inn","Metropolitan","Single AC",10,"3","0",100,6,2,103,1107,9,"2","1",17,1
"82","Hotel Sun And Swad Palace","Rural","Double AC",2,"3","0",100,6,2,2,1278,12,"2","2",14,2
"83","The Citi Inn","Metropolitan","Double AC",16,"3","0",100,6,6,113,2943,12,"2","2",14,1
"84","Hotel Asia Shripati","Urban","Double Non AC",69,"3","0",100,6,2,123,3223,10,"2","2",15,4
"85","Status Club","Metropolitan","Double AC",7,"3","0",100,6,2,139,4438,2,"2","2",14,1
"86","Sri Krishna Residency (Ramaraopeta)","Urban","Double Non AC",2,"3","0",100,6,3,110,473,13,"2","2",15,4
"87","Hotel Madhuram Royale","Metropolitan","Double AC",28,"3","0",100,6,2,126,2667,14,"2","2",14,1
"88","Tashi Home Stay","Urban","Double Non AC",4,"3","1",100,6,2,195,980,11,"2","2",15,4
"89","Hotel Santiniketan","Rural","Double Non AC",13,"3","0",100,6,7,110,1262,13,"2","2",15,2
"90","Basanti Lodge","Urban","Single Non AC",24,"5","0",100,6,2,139,300,2,"1","1",18,4
"91","Pakyong Homestay","Urban","Double Non AC",5,"2","0",100,6,2,6,567,2,"1","2",15,4
"92","Ambey Guest House","Metropolitan","Double Non AC",0,"4","0",100,6,2,2,500,3,"2","2",15,1
"93","Resort Sonar Bangla Jalpaiguri","Urban","Double Non AC",3,"6","0",100,6,2,160,900,2,"2","2",15,4
"94","Shree Ji Homestay","Urban","Double AC",22,"2","1",100,6,2,7,756,2,"1","2",14,4
"95","Hotel Fort View","Urban","Double Non AC",37,"3","0",100,21,4,102,556,10,"2","2",15,4
"96","Shangrila Resort And Water Park","Metropolitan","Double AC",9,"6","0",100,6,2,91,4458,2,"2","2",14,1
"97","SZ Homestay","Urban","Single Non AC",7,"2","1",56,1,3,33,2,2,"1","1",18,4
"98","Hotel Royal Occassions","Metropolitan","Single Non AC",0,"3","0",100,6,3,112,889,11,"1","1",18,1
"99","Hotel Mansar","Urban","Double Non AC",66,"3","0",100,6,2,103,1556,11,"2","2",15,4
"100","Swagath Residency","Urban","Double Non AC",3,"3","0",100,10,6,98,1050,2,"2","2",15,4
"101","Ayushs Jungle Resort","Urban","Dormitary",7,"6","0",100,6,3,165,332,10,"2","1",13,4
"102","Hotel Ashirbad","Metropolitan","Single Non AC",0,"3","0",100,6,3,2,500,2,"2","1",18,1
"103","Namsoi Villa","Urban","Double Non AC",0,"8","1",100,6,2,153,1700,9,"2","2",15,4
"104","Constantia Cottage Homestay","Semi-urban","Double Non AC",25,"2","1",100,6,3,41,1417,9,"1","2",15,3
"105","Hotel Dolphin","Urban","Double AC",40,"3","0",100,6,2,120,2267,9,"2","2",14,4
"106","Goutam Homestay","Urban","Single Non AC",5,"2","0",100,6,2,27,662,2,"1","1",18,4
"107","Karni Kot","Metropolitan","Single Non AC",2,"3","0",100,6,2,117,3522,3,"2","1",18,1
"108","Bombay Beach Resort","Semi-urban","Double Non AC",6,"6","0",100,6,3,117,1649,14,"2","2",15,3
"109","Greenlark Eco Resort","Urban","Cottage",53,"6","0",100,6,4,131,880,7,"2","2",12,4
"110","Mehak Hotel","Urban","Double Non AC",7,"3","0",100,6,4,81,978,6,"2","2",15,4
"111","Bhutia Homestay","Urban","Dormitary",17,"2","1",100,6,2,93,1067,2,"2","1",13,4
"112","PRATIKSHA STAYHOME","Urban","Double AC",4,"3","1",100,6,4,7,945,2,"0","2",14,4
"113","Hotel Vardaan Jammu","Urban","Single Non AC",11,"3","0",100,6,2,145,2334,10,"2","1",18,4
"114","Khawas Home Stay","Urban","Double Non AC",5,"3","1",100,6,2,137,3167,4,"3","3",15,4
"115","Shantivan Homestay","Metropolitan","Double Non AC",4,"2","1",100,6,2,5,1334,8,"0","2",15,1
"116","Malti Palace Hotel","Urban","Double AC",27,"3","0",100,6,2,2,1778,11,"2","2",14,4
"117","Hotel KD Palace","Metropolitan","Single AC",5,"3","0",100,6,2,130,2595,11,"2","1",17,1
"118","Hotel Orchid Lava","Urban","Double Non AC",5,"3","0",100,6,4,87,1000,6,"2","2",15,4
"119","Atithi Hotel","Urban","Single Non AC",33,"3","0",100,6,7,129,667,2,"1","1",18,4
"120","Hotel Bhawna","Urban","Single Non AC",22,"3","0",100,6,2,2,389,2,"2","1",18,4
"121","Queen Guest House","Rural","Double Non AC",6,"4","1",100,6,4,20,756,13,"0","2",15,2
"122","Hotel Best Western SVN Grand","Urban","Single AC",12,"3","0",100,6,2,98,2394,2,"1","1",17,4
"123","Hotel Hari Niwas Palace","Urban","Double Non AC",43,"3","0",100,6,2,154,4498,2,"2","2",15,4
"124","Kesher Homestay","Urban","Double Non AC",8,"2","0",100,6,2,9,945,2,"1","2",15,4
"125","Hotel Real Residency","Metropolitan","Double AC",17,"3","0",100,6,2,63,1670,11,"2","2",14,1
"126","Hotel Pushpa","Urban","Double Non AC",4,"3","0",100,6,2,115,473,3,"2","2",15,4
"127","Takdah Heritage Bungalow","Semi-urban","Double Non AC",11,"3","0",100,6,2,32,2834,12,"2","2",15,3
"128","Kalimpong Park Hotel","Urban","Single Non AC",14,"3","0",100,6,2,123,2583,8,"2","1",18,4
"129","Tourist Lodge","Urban","Double Non AC",0,"5","0",100,1,2,2,534,2,"2","2",15,4
"130","Kalimpong Village Retreat","Urban","Cottage",4,"8","1",100,6,6,6,2787,12,"0","2",12,4
"131","Sarswati Hotel","Urban","Single Non AC",0,"3","0",100,6,2,133,556,11,"1","1",18,4
"132","Hotel Avon","Urban","Double Non AC",20,"3","0",100,6,2,2,667,10,"2","2",15,4
"133","Hotel Dhoom","Metropolitan","Single Non AC",12,"3","0",100,6,4,137,695,11,"1","1",18,1
"134","Hotel Stay View","Metropolitan","Double AC",0,"3","0",100,6,2,2,1112,14,"2","2",14,1
"135","Sai Dham Homestay","Metropolitan","Double Non AC",4,"2","1",100,6,2,2,889,5,"2","2",15,1
"136","Touch Wood Hotel","Urban","Double AC",6,"3","0",100,6,2,138,1250,10,"2","2",14,4
"137","Manokamana Lodge","Urban","Single Non AC",4,"5","0",100,6,2,84,570,2,"1","1",18,4
"138","Hotel The Plaza","Urban","Single AC",37,"3","0",100,6,2,97,1276,10,"2","1",17,4
"139","Green Heaven Resort","Urban","Double Non AC",0,"6","0",100,6,2,2,1234,2,"2","2",15,4
"140","Dhardo Retreat & Resorts","Urban","Double Non AC",13,"6","0",100,6,2,30,1778,2,"2","2",15,4
"141","Vijay Residency (Rama Rao Peta)","Urban","Single Non AC",9,"3","0",100,21,3,131,516,11,"1","1",18,4
"142","Hotel Raghunath","Urban","Double Non AC",8,"3","0",100,6,2,137,1223,9,"2","2",15,4
"143","Hotel Ambrosia","Urban","Single AC",54,"3","0",100,6,8,125,1943,8,"1","1",17,4
"144","Hotel India Pride","Urban","Double AC",31,"3","0",100,6,2,97,1666,10,"2","2",14,4
"145","Hotel Blue Saphire","Urban","Double Non AC",30,"3","0",100,6,6,91,2000,10,"2","2",15,4
"146","Royal Rais Guest house","Metropolitan","Double AC",0,"4","0",100,6,5,100,3000,2,"2","2",14,1
"147","Kalinga Hotel","Metropolitan","Single AC",10,"3","0",100,6,2,91,2150,12,"2","1",17,1
"148","Gorband Guest House","Metropolitan","Double Non AC",0,"4","0",100,6,2,94,850,11,"2","2",15,1
"149","Hotel Akshay","Metropolitan","Double Non AC",9,"3","0",100,6,5,156,934,13,"2","2",15,1
"150","Hotel Prakash Regency","Urban","Double AC",41,"3","0",100,6,7,135,1512,2,"2","2",14,4
"151","The Crown Hotel","Urban","Double AC",0,"3","0",100,6,2,111,3839,2,"2","2",14,4
"152","Park View Hotel","Urban","Double AC",63,"3","0",100,18,2,104,778,10,"2","2",14,4
"153","Hotel Rajdhani","Urban","Double Non AC",59,"3","0",100,6,3,96,889,6,"2","2",15,4
"154","Anuj Guest House","Urban","Single Non AC",0,"4","0",100,6,2,2,389,2,"1","1",18,4
"155","Kahini Hotel","Rural","Double Non AC",12,"3","0",0,0,4,2,778,9,"2","2",15,2
"156","Mangala Heritage Home","Urban","Single Non AC",12,"3","0",100,6,2,100,3778,2,"2","1",18,4
"157","Hotel Santosh Raj","Metropolitan","Double AC",16,"3","0",100,6,2,109,1147,4,"2","2",14,1
"158","Maa Sharda Homestay","Urban","Double AC",16,"2","1",100,6,3,6,567,2,"1","2",14,4
"159","Hotel Karni Bhawan","Metropolitan","Single AC",3,"3","0",100,6,8,117,3253,11,"2","1",17,1
"160","Hotel Premiers","Urban","Single AC",3,"3","0",100,6,2,105,2000,10,"2","1",17,4
"161","Hotel G K Residency","Urban","Single AC",18,"3","0",100,1,6,118,1093,6,"2","1",17,4
"162","Hotel Char Chinar","Urban","Double AC",23,"3","0",100,6,3,118,1912,11,"2","2",14,4
"163","Rukkmani Guest House","Metropolitan","Double Non AC",3,"4","0",100,6,2,139,945,10,"2","2",15,1
"164","Hotel Yatrik","Urban","Single AC",71,"3","0",100,6,5,123,1475,3,"2","1",17,4
"165","Jodhana Elite","Metropolitan","Single Non AC",10,"3","0",100,6,4,127,1100,8,"2","1",18,1
"166","Hotel Niky International","Metropolitan","One Day Use",18,"3","0",100,6,5,142,2778,14,"2","2",16,1
"167","Surya Hotel","Metropolitan","Double Non AC",0,"3","0",100,6,2,2,545,6,"2","2",15,1
"168","Hotel Xcellent","Urban","Dormitary",0,"3","0",100,6,2,2,100,2,"2","1",13,4
"169","Div-Darsh Homestay","Rural","Double Non AC",27,"2","0",100,6,3,68,1417,4,"2","2",15,2
"170","The Golden Beach Resort","Semi-urban","Double Non AC",3,"6","0",100,6,2,134,1200,2,"2","2",15,3
"171","Apple Home Stay","Metropolitan","Double AC",0,"3","1",100,6,2,2,1445,3,"2","2",14,1
"172","Hotel Devi","Urban","Single Non AC",0,"3","0",100,6,6,2,445,2,"1","1",18,4
"173","Hotel Khushboo","Urban","Double Non AC",0,"3","0",100,6,2,128,556,2,"2","2",15,4
"174","Hotel Saraswati Palace","Metropolitan","Double Non AC",0,"3","0",100,6,2,119,700,10,"2","2",15,1
"175","Shree Ram International","Metropolitan","Single Non AC",9,"3","0",100,6,2,145,3612,8,"2","1",18,1
"176","Hotel Taru Inn","Metropolitan","Single AC",24,"3","0",100,6,2,127,1572,15,"2","1",17,1
"177","Shanti Bhawan Heritage Hotel","Metropolitan","Single AC",0,"3","0",100,6,5,139,1668,12,"1","1",17,1
"178","Bhauji Sri Inn","Metropolitan","Double AC",0,"3","0",100,6,2,93,1067,10,"2","2",14,1
"179","The Reserve Gorumara","Urban","Double AC",8,"3","0",100,6,6,125,2595,2,"2","2",14,4
"180","Hotel Kanpur Deluxe","Metropolitan","Single Non AC",31,"3","0",100,6,2,2,534,4,"1","1",18,1
"181","Khubsoorat Inn Lodge (Near Sankar Dental Clinic)","Urban","Single AC",7,"5","0",100,6,6,110,1568,2,"1","1",17,4
"182","Ashish Home stay","Metropolitan","Single Non AC",6,"3","1",100,6,2,2,1530,2,"2","1",18,1
"183","Raj Bendi","Urban","Double Non AC",0,"3","0",100,6,3,2,778,12,"2","2",15,4
"184","Arora Homestay","Metropolitan","Single Non AC",6,"2","1",100,6,2,2,1530,2,"2","1",18,1
"185","Hotel Surya Excellency","Urban","Single AC",23,"3","0",100,6,2,135,1880,2,"2","1",17,4
"186","Anirudh Homestay","Urban","Double AC",20,"2","1",100,6,2,5,567,2,"1","2",14,4
"187","Jodhpur Beds And Breakfast","Metropolitan","Single Non AC",12,"3","0",100,6,2,103,524,5,"2","1",18,1
"188","Hotel Sumit Palace","Urban","Double Non AC",26,"3","0",100,6,2,133,750,6,"2","2",15,4
"189","Raju Guest House","Rural","Double Non AC",19,"4","0",51,1,2,2,445,9,"2","2",15,2
"190","Glenmarie Home Stay","Urban","Single Non AC",4,"3","1",100,6,2,112,1584,10,"2","1",18,4
"191","Hotel Mangalam","Metropolitan","Double Non AC",26,"3","0",0,0,2,96,767,6,"2","2",15,1
"192","The Marwar Regency Hotel","Metropolitan","Double AC",0,"3","0",100,6,2,122,1474,12,"2","2",14,1
"193","Hotel Kings","Urban","Double AC",68,"3","0",100,6,2,117,2126,11,"2","2",14,4
"194","Hotel Sonar Bangla","Urban","Double AC",6,"3","0",33,1,2,95,1200,2,"2","2",14,4
"195","Surya Hotel and Guest House","Metropolitan","Single Non AC",0,"4","0",100,6,2,2,223,2,"1","1",18,1
"196","Hotel Taj Regency","Urban","Double AC",0,"3","0",100,6,2,102,1344,12,"2","2",14,4
"197","Hotel Krishna International","Urban","Double Non AC",0,"3","0",100,6,3,94,599,2,"2","2",15,4
"198","Santiniketan Hotel And Resorts","Semi-urban","Double Non AC",4,"6","0",100,6,2,131,1634,13,"2","2",15,3
"199","Athulyam Resort","Metropolitan","Cottage",13,"6","0",100,6,2,134,4000,2,"2","2",12,1
"200","Hotel Madhuban","Urban","Double Non AC",38,"3","0",100,6,2,157,1043,9,"2","2",15,4
"201","Rudra Neel Villa","Metropolitan","Double AC",8,"8","1",100,6,3,110,2187,6,"2","1",14,1
"202","Chhotaram Prajapats HomeStay","Metropolitan","One Day Use",8,"2","1",100,6,5,88,1000,2,"2","1",16,1
"203","Ajoy Minar Hotel","Semi-urban","Double Non AC",9,"3","0",0,0,2,122,1075,11,"2","2",15,3
"204","Vasantham Beach Residency","Urban","Double AC",5,"3","0",100,16,2,64,1334,5,"2","2",14,4
"205","Pawan Homestay","Metropolitan","Double Non AC",4,"2","1",100,6,2,7,945,6,"1","2",15,1
"206","Keru Guest House","Metropolitan","Single Non AC",0,"4","0",100,6,2,105,473,11,"1","1",18,1
"207","Sukhsagar AC Dormitory","Urban","Dormitary",37,"3","0",100,6,2,2,170,7,"2","1",13,4
"208","Bansal Guest House","Urban","Single Non AC",10,"4","0",100,6,2,2,600,2,"1","1",18,4
"209","Sri Visweswara Lodge","Urban","Single Non AC",0,"5","0",100,6,2,97,300,4,"1","1",18,4
"210","Resort Royal Treat","Urban","Double Non AC",3,"6","0",100,6,2,2,1067,12,"2","2",15,4
"211","Liv Sea Valley Resort","Semi-urban","Double Non AC",8,"6","0",100,6,2,119,1232,11,"2","2",15,3
"212","Anugrah Homestay","Semi-urban","Double Non AC",13,"2","0",100,6,4,34,1134,2,"2","2",15,3
"213","Hotel Shri Ram Excellency Group","Metropolitan","Single Non AC",0,"3","0",100,6,2,126,3108,12,"2","1",18,1
"214","Hotel Star","Urban","Double Non AC",32,"3","0",100,24,2,2,500,8,"2","2",15,4
"215","Pratap Niwas An Amritara Resort","Metropolitan","Double AC",2,"6","0",100,6,2,136,7703,2,"2","2",14,1
"216","Ranbir Yatri Bhawan","Urban","Double Non AC",29,"3","0",100,6,2,2,750,7,"2","2",15,4
"217","Polo Heritage Hotel","Metropolitan","Single AC",14,"3","0",100,6,4,124,3112,11,"2","2",17,1
"218","Hotel Garden Reach","Urban","Double Non AC",14,"3","0",67,1,2,447,1972,5,"2","2",15,4
"219","K C Residency","Urban","Single Non AC",26,"3","0",100,6,2,130,5200,2,"2","1",18,4
"220","Hotel Priya","Metropolitan","Double Non AC",12,"3","0",50,11,2,133,556,5,"2","2",15,1
"221","Hotel Ganpati Celebration","Metropolitan","Single AC",3,"3","0",100,6,2,121,1134,11,"1","1",17,1
"222","Acacia Eco Resort Jaldapara","Urban","Double Non AC",6,"6","0",100,6,2,55,1500,2,"2","2",15,4
"223","New Garden Hotel","Urban","Single Non AC",0,"3","0",100,6,2,2,378,2,"1","1",18,4
"224","Abhishek Homestay","Metropolitan","Double Non AC",6,"2","1",100,6,2,2,1067,2,"2","2",15,1
"225","Kaziranga Golf Resort","Urban","Single AC",13,"6","0",100,6,6,132,4845,2,"2","1",17,4
"226","Hotel Durga Residency","Urban","Double Non AC",47,"3","0",100,6,5,84,1999,9,"2","2",15,4
"227","Sethi Guest House","Urban","Double Non AC",0,"4","0",100,6,2,2,445,12,"2","2",15,4
"228","Eldeco Homestay","Metropolitan","Double Non AC",5,"2","1",100,6,2,2,1667,2,"2","2",15,1
"229","Hotel Kalatit International","Urban","Single Non AC",5,"3","0",100,6,2,124,1629,2,"2","1",18,4
"230","Park Club And Resorts","Metropolitan","Double AC",10,"6","0",100,6,2,141,2000,2,"2","2",14,1
"231","Hotel Deep Palace","Urban","Double AC",3,"3","0",100,6,8,127,1250,2,"2","2",14,4
"232","Hotel Vraj Inn","Urban","Single AC",53,"3","0",0,0,2,175,1540,3,"2","1",17,4
"233","Himalayan Hotel","Urban","Single Non AC",4,"3","0",100,6,2,74,3558,2,"1","1",18,4
"234","The Wave International","Metropolitan","Single AC",10,"3","0",100,6,2,143,2089,10,"1","1",17,1
"235","Hotel Mandakini","Metropolitan","Single Non AC",7,"3","0",100,6,2,133,1758,10,"2","1",18,1
"236","Hotel Shiv","Metropolitan","Single Non AC",12,"3","0",100,6,2,2,756,2,"1","1",18,1
"237","J P Lodge Kalimpong","Urban","Single Non AC",28,"5","0",100,6,2,34,800,2,"1","2",18,4
"238","Hotel Rani Castle","Urban","Double AC",34,"3","0",100,6,2,94,3334,3,"2","2",14,4
"239","Marvel Umed","Metropolitan","Single Non AC",11,"3","0",100,6,3,122,2445,6,"2","1",18,1
"240","Hotel Mona","Metropolitan","Single Non AC",0,"3","0",100,6,2,100,167,2,"1","1",18,1
"241","Saraswati Hotel","Urban","Double Non AC",25,"3","0",100,6,2,146,700,11,"2","2",15,4
"242","Hotel Sai Mahal","Urban","Double Non AC",0,"3","0",100,6,2,110,1156,10,"2","2",15,4
"243","Sanjay Homestay","Metropolitan","Double Non AC",9,"2","1",100,6,4,5,1334,8,"0","2",15,1
"244","Hotel Celebration","Metropolitan","Single AC",9,"3","0",100,6,4,119,2187,6,"2","1",17,1
"245","Surya Homestay","Urban","Single Non AC",0,"2","1",67,1,3,3,189,2,"1","1",18,4
"246","Hotel Kamdhenu","Metropolitan","Dormitary",0,"3","0",100,6,2,123,400,12,"2","1",13,1
"247","The Mohini Royale","Urban","Single AC",9,"3","0",100,6,2,138,1322,2,"2","1",17,4
"248","Narula Guest House","Metropolitan","Single AC",6,"4","0",100,6,5,114,2595,11,"2","1",17,1
"249","Chavi Village Resort","Urban","Double Non AC",3,"8","0",100,11,2,95,849,2,"2","2",15,4
"250","K B Guest House","Metropolitan","Single Non AC",0,"4","0",100,6,2,2,389,3,"1","1",18,1
"251","Shambhu Prajapat Ecofriendly Stay","Metropolitan","Cottage",15,"3","1",100,6,2,120,2889,2,"2","2",12,1
"252","Ganesham Guest House","Metropolitan","Single Non AC",0,"4","0",100,6,4,128,756,6,"2","1",18,1
"253","City Guest House","Metropolitan","One Day Use",0,"4","0",100,6,2,2,334,2,"2","2",16,1
"254","Hotel Sea Coast","Rural","Double Non AC",0,"3","0",100,6,5,117,1467,9,"2","2",15,2
"255","Raja Guest House","Metropolitan","Single Non AC",0,"4","0",100,6,2,87,500,9,"1","1",18,1
"256","Hotel Jammu Ashok","Urban","Single Non AC",9,"3","0",100,6,2,115,2278,10,"2","1",18,4
